1,the,d,A1
2,be,v,A1
3,of,i,A1
4,and,c,A1
5,in,i,A1
6,to,t,A1
7,to,i,A1
8,for,i,A1
9,have,v,A1
10,with,i,A1
11,on,i,A1
12,it,p,A1
13,British,j,A1
14,by,i,A1
15,at,i,A1
16,from,i,A1
17,that,p,A1
18,an,d,A1
19,or,c,A1
20,this,d,A1
21,not,r,A1
22,you,p,A1
23,will,v,A1
24,do,v,A1
25,but,c,A1
26,we,p,A1
27,can,v,A1
28,which,p,A1
29,they,p,A1
30,their,p,A1
31,as,i,A1
32,as,r,A1
33,all,d,A1
34,make,v,A1
35,if,i,A1
36,as,c,A1
37,also,r,A1
38,one,m,A1
39,who,d,A1
39,who,w,A1
40,time,n,A1
41,other,j,A1
42,take,v,A1
43,year,n,A1
44,use,v,A1
45,he,p,A1
46,there,p,A1
47,your,p,A1
48,would,v,A1
49,his,p,A1
50,see,v,A1
51,into,i,A1
52,good,j,A1
53,our,p,A1
54,its,p,A1
55,about,i,A1
56,out,r,A1
57,new,j,A1
58,any,d,A1
59,when,c,A1
60,give,v,A1
61,go,v,A1
62,than,i,A1
63,get,v,A1
64,include,v,A1
65,say,v,A1
66,so,c,A1
67,people,n,A1
68,some,d,A1
69,these,d,A1
70,over,i,A1
71,no,u,A1
72,only,r,A1
73,find,v,A1
74,now,r,A1
75,then,r,A1
76,two,m,A1
77,well,r,A1
78,what,r,A1
79,first,m,A1
80,London,n,A1
81,very,r,A1
82,way,n,A1
83,yes,u,A1
84,should,v,A1
85,come,v,A1
86,provide,v,A1
87,after,i,A1
88,up,i,A1
89,hundred,m,A1
90,know,v,A1
91,just,r,A1
92,work,v,A1
93,many,d,A1
94,could,v,A1
95,work,n,A1
96,my,p,A1
97,through,i,A1
98,how,r,A1
99,day,n,A1
100,need,v,A1
101,part,n,A1
102,between,i,A1
103,information,n,A1
104,where,r,A1
105,look,v,A1
106,us,p,A1
107,number,n,A1
108,here,r,A1
109,before,i,A1
110,like,i,A1
111,even,r,A1
112,great,j,A1
113,think,v,A1
114,most,r,A1
115,which,d,A1
116,up,r,A1
117,help,v,A1
118,more,p,A1
119,place,n,A1
120,so,r,A1
121,own,j,A1
122,back,r,A1
123,want,v,A1
124,last,j,A1
125,me,p,A1
126,still,r,A1
127,high,j,A1
128,under,i,A1
129,life,n,A1
130,same,j,A1
131,such,d,A1
132,show,v,A1
133,more,r,A1
134,three,m,A1
135,must,v,A1
136,those,p,A1
137,because,c,A1
138,all,r,A1
139,another,d,A1
140,some,p,A1
141,both,d,A1
142,much,r,A1
143,leave,v,A1
144,thing,n,A1
145,about,r,A1
146,call,v,A1
147,each,d,A1
148,small,j,A1
149,problem,n,A1
150,her,p,A1
151,England,n,A1
152,use,n,A1
153,start,v,A1
154,put,v,A1
155,keep,v,A1
156,without,i,A1
157,too,r,A1
158,every,d,A1
159,end,n,A1
160,English,n,A1
161,run,v,A1
162,while,c,A1
163,home,n,A1
164,around,i,A1
165,next,j,A1
166,full,j,A1
167,European,j,A1
168,write,v,A1
169,try,v,A1
170,point,n,A1
171,when,r,A1
172,she,p,A1
173,hold,v,A1
174,child,n,A1
175,bring,v,A1
176,old,j,A1
177,important,j,A1
178,ask,v,A1
179,mean,v,A1
180,out,i,A1
181,please,u,A1
182,week,n,A1
183,again,r,A1
184,possible,j,A1
185,able,j,A1
186,tell,v,A1
187,meet,v,A1
188,against,i,A1
189,man,n,A1
190,that,d,A1
191,might,v,A1
192,Scotland,n,A1
193,feel,v,A1
194,always,r,A1
195,country,n,A1
196,seem,v,A1
197,long,j,A1
198,play,v,A1
199,month,n,A1
200,why,r,A1
201,change,n,A1
202,need,n,A1
203,Britain,n,A1
204,really,r,A1
205,together,r,A1
206,live,v,A1
207,name,n,A1
208,like,v,A1
209,book,n,A1
210,often,r,A1
211,question,n,A1
212,never,r,A1
213,family,n,A1
214,Europe,n,A1
215,learn,v,A1
216,late,j,A1
217,change,v,A1
218,school,n,A1
219,early,j,A1
220,rather,r,A1
221,read,v,A1
222,move,v,A1
223,away,r,A1
224,line,n,A1
225,free,j,A1
226,fact,n,A1
227,down,r,A1
228,few,d,A1
229,off,r,A1
230,something,p,A1
231,already,r,A1
232,whether,c,A1
233,right,n,A1
234,send,v,A1
235,carry,v,A1
236,idea,n,A1
237,other,p,A1
238,ensure,v,A1
239,these,p,A1
240,hour,n,A1
241,pay,v,A1
242,hand,n,A1
243,side,n,A1
244,cover,v,A1
245,believe,v,A1
246,across,i,A1
247,young,j,A1
248,four,m,A1
249,Wales,n,A1
250,one,p,A1
251,much,d,A1
252,once,r,A1
253,Scottish,j,A1
254,turn,v,A1
255,those,d,A1
256,let,v,A1
257,both,p,A1
258,word,n,A1
259,type,n,A1
260,cost,n,A1
261,lot,n,A1
262,second,m,A1
263,big,j,A1
264,on,r,A1
265,special,j,A1
266,where,c,A1
267,Internet,n,A1
268,late,r,A1
269,expect,v,A1
270,no,p,A1
271,apply,v,A1
272,action,n,A1
273,yet,r,A1
274,person,n,A1
275,easy,j,A1
276,reason,n,A1
277,only,j,A1
278,ever,r,A1
279,today,n,A1
280,contain,v,A1
281,Ireland,n,A1
282,real,j,A1
283,body,n,A1
284,publish,v,A1
285,centre,n,A1
286,short,j,A1
287,organisation,n,A1
288,money,n,A1
289,happen,v,A1
290,hear,v,A1
291,house,n,A1
292,join,v,A1
293,understand,v,A1
294,grow,v,A1
295,choose,v,A1
296,clear,j,A1
297,decide,v,A1
298,friend,n,A1
299,most,p,A1
300,most,d,A1
301,lose,v,A1
302,date,n,A1
303,water,n,A1
304,almost,r,A1
305,quite,r,A1
306,manage,v,A1
307,whole,j,A1
308,five,m,A1
309,Jesus,n,A1
310,age,n,A1
311,job,n,A1
312,minute,n,A1
313,buy,v,A1
314,open,j,A1
315,spend,v,A1
316,top,j,A1
317,open,v,A1
318,room,n,A1
319,currently,r,A1
320,night,n,A1
321,market,n,A1
322,each,p,A1
323,pass,v,A1
324,building,n,A1
325,matter,n,A1
326,hope,v,A1
327,soon,r,A1
328,agree,v,A1
329,strong,j,A1
330,enjoy,v,A1
331,establish,v,A1
332,towards,i,A1
333,themselves,p,A1
334,field,n,A1
335,paper,n,A1
336,especially,r,A1
337,woman,n,A1
338,wish,v,A1
339,along,i,A1
340,first,r,A1
341,until,i,A1
342,though,c,A1
343,since,i,A1
344,probably,r,A1
345,office,n,A1
346,bad,j,A1
347,key,j,A1
348,speak,v,A1
349,enable,v,A1
350,bit,n,A1
351,car,n,A1
352,stage,n,A1
353,seek,v,A1
354,price,n,A1
355,hard,j,A1
356,party,n,A1
357,record,n,A1
358,since,c,A1
359,kind,n,A1
360,win,v,A1
361,addition,n,A1
362,head,n,A1
363,right,j,A1
364,perhaps,r,A1
365,user,n,A1
366,difficult,j,A1
367,nothing,n,A1
368,stand,v,A1
369,fall,v,A1
369,France,n,A1
370,space,n,A1
371,sure,j,A1
372,game,n,A1
373,explain,v,A1
374,ground,n,A1
375,above,i,A1
376,serve,v,A1
377,likely,j,A1
378,draw,v,A1
379,care,n,A1
380,actually,r,A1
381,America,n,A1
382,usually,r,A1
383,anything,p,A1
384,place,v,A1
385,million,m,A1
386,American,j,A1
387,certain,j,A1
388,remember,v,A1
389,response,n,A1
390,less,p,A1
391,United States,n,A1
392,road,n,A1
393,little,d,A1
394,choice,n,A1
395,amount,n,A1
396,Christ,n,A1
397,American,n,A1
398,among,i,A1
399,stop,v,A1
400,long,r,A1
401,maintain,v,A1
402,talk,v,A1
403,music,n,A1
404,sell,v,A1
405,six,m,A1
406,French,j,A1
407,food,n,A1
408,size,n,A1
409,city,n,A1
410,news,n,A1
411,mind,n,A1
412,anyone,p,A1
413,per,i,A1
414,situation,n,A1
415,third,m,A1
416,sense,n,A1
417,Christmas,n,A1
418,significant,j,A1
419,someone,p,A1
420,break,v,A1
421,story,n,A1
422,difference,n,A1
423,few,p,A1
424,ago,r,A1
425,picture,n,A1
426,chance,n,A1
427,step,n,A1
428,town,n,A1
429,everyone,p,A1
430,bear,v,A1
431,forward,r,A1
432,true,j,A1
433,end,v,A1
434,face,v,A1
435,computer,n,A1
436,drive,v,A1
437,whose,d,A1
438,Christian,n,A1
439,check,v,A1
440,die,v,A1
441,help,n,A1
442,light,n,A1
443,sit,v,A1
444,save,v,A1
445,sometimes,r,A1
446,German,j,A1
447,content,n,A1
448,past,j,A1
449,focus,v,A1
450,behind,i,A1
451,promote,v,A1
452,relevant,j,A1
453,heart,n,A1
454,walk,v,A1
455,language,n,A1
456,Germany,n,A1
457,early,r,A1
458,piece,n,A1
459,up,j,A1
460,until,c,A1
461,copy,n,A1
462,close,j,A1
463,impact,n,A1
464,eye,n,A1
465,solution,n,A1
466,interested,j,A1
467,obtain,v,A1
468,post,v,A1
469,letter,n,A1
470,sale,n,A1
471,instead,r,A1
472,moment,n,A1
473,rest,n,A1
474,top,n,A1
475,thus,r,A1
476,organise,v,A1
477,degree,n,A1
478,despite,i,A1
479,everything,p,A1
480,stay,v,A1
481,media,n,A1
482,show,n,A1
483,off,i,A1
484,least,r,A1
485,land,n,A1
486,interesting,j,A1
487,love,v,A1
488,else,r,A1
489,start,n,A1
490,parent,n,A1
491,poor,j,A1
492,charge,n,A1
493,wait,v,A1
494,near,i,A1
495,location,n,A1
496,analysis,n,A1
497,unit,n,A1
498,operation,n,A1
499,compare,v,A1
500,arrive,v,A1
501,around,r,A1
502,colour,n,A1
503,teach,v,A1
504,watch,v,A1
505,test,n,A1
506,himself,p,A1
507,society,n,A1
508,depend,v,A1
509,reflect,v,A1
510,couple,n,A1
511,table,n,A1
512,directly,r,A1
513,film,n,A1
514,club,n,A1
515,happy,j,A1
516,certainly,r,A1
517,author,n,A1
518,outside,i,A1
519,post,n,A1
520,player,n,A1
521,least,p,A1
522,close,v,A1
523,natural,j,A1
524,indeed,r,A1
525,means,n,A1
526,right,r,A1
527,central,j,A1
528,look,n,A1
529,lie,v,A1
530,manager,n,A1
531,deal,n,A1
532,cut,v,A1
533,morning,n,A1
534,explore,v,A1
535,war,n,A1
536,call,n,A1
537,summer,n,A1
538,Christian,j,A1
539,what,d,A1
540,foot,n,A1
541,mention,v,A1
542,evening,n,A1
543,longer,r,A1
544,either,r,A1
545,miss,v,A1
546,provision,n,A1
547,fill,v,A1
548,Australia,n,A1
549,sound,n,A1
550,essential,j,A1
551,card,n,A1
552,answer,n,A1
553,quickly,r,A1
554,record,v,A1
555,easily,r,A1
556,air,n,A1
557,propose,v,A1
558,former,j,A1
559,serious,j,A1
560,teacher,n,A1
561,shop,n,A1
562,ten,m,A1
563,front,n,A1
564,huge,j,A1
565,treat,v,A1
566,software,n,A1
567,board,n,A1
568,communication,n,A1
569,technique,n,A1
570,face,n,A1
571,challenge,n,A1
572,client,n,A1
573,door,n,A1
574,contribute,v,A1
575,potential,j,A1
576,mile,n,A1
577,box,n,A1
578,associate,v,A1
579,Irish,j,A1
580,either,c,A1
581,China,n,A1
582,because,i,A1
583,video,n,A1
584,fine,j,A1
585,extra,j,A1
586,assessment,n,A1
587,entry,n,A1
588,season,n,A1
589,pressure,n,A1
590,principle,n,A1
591,safe,j,A1
592,wrong,j,A1
593,define,v,A1
594,finish,v,A1
595,normal,j,A1
596,sort,n,A1
597,progress,n,A1
598,demonstrate,v,A1
599,half,n,A1
600,unless,c,A1
601,fit,v,A1
602,more,d,A1
603,task,n,A1
604,window,n,A1
605,pick,v,A1
606,whom,p,A1
607,little,j,A1
608,onto,i,A1
609,United Kingdom,n,A1
610,sign,n,A1
611,church,n,A1
612,animal,n,A1
613,white,j,A1
614,phone,n,A1
615,wall,n,A1
616,economic,j,A1
617,sign,v,A1
618,thousand,m,A1
619,officer,n,A1
620,partnership,n,A1
621,street,n,A1
622,machine,n,A1
623,collect,v,A1
624,growth,n,A1
625,importance,n,A1
626,improvement,n,A1
627,detailed,j,A1
628,station,n,A1
629,fun,n,A1
630,love,n,A1
631,enough,r,A1
632,invite,v,A1
633,locate,v,A1
634,nearly,r,A1
635,yourself,p,A1
636,back,n,A1
637,whatever,d,A1
638,black,j,A1
639,listen,v,A1
640,ready,j,A1
641,thank,v,A1
642,forget,v,A1
643,seven,m,A1
644,myself,p,A1
645,nice,j,A1
646,exactly,r,A1
647,girl,n,A1
648,mother,n,A1
649,boy,n,A1
650,wear,v,A1
651,maybe,r,A1
652,bed,n,A1
653,eight,m,A1
654,weekend,n,A1
655,father,n,A1
656,hot,j,A1
657,little,p,A1
658,pull,v,A1
659,red,j,A1
660,pretty,r,A1
661,park,n,A1
662,doctor,n,A1
663,chair,n,A1
664,green,j,A1
665,bus,n,A1
666,stuff,n,A1
667,glass,n,A1
668,brother,n,A1
669,worry,v,A1
670,trouble,n,A1
671,dead,j,A1
672,drink,n,A1
673,expensive,j,A1
674,ball,n,A1
675,walk,n,A1
676,blue,j,A1
677,bird,n,A1
678,nine,m,A1
679,meal,n,A1
680,round,n,A1
681,leg,n,A1
682,football,n,A1
683,sing,v,A1
684,quiet,j,A1
685,sun,n,A1
686,clean,j,A1
687,middle,n,A1
688,fish,n,A1
689,horse,n,A1
690,dry,j,A1
691,bag,n,A1
692,lunch,n,A1
693,down,i,A1
694,lovely,j,A1
695,pound,n,A1
696,kitchen,n,A1
697,wine,n,A1
698,husband,n,A1
699,yesterday,n,A1
700,somewhere,r,A1
701,flower,n,A1
702,dinner,n,A1
703,fruit,n,A1
704,hair,n,A1
705,bedroom,n,A1
706,sleep,v,A1
707,tea,n,A1
708,sister,n,A1
709,clean,v,A1
710,conversation,n,A1
711,drink,v,A1
712,coffee,n,A1
713,mouth,n,A1
714,breakfast,n,A1
715,rain,n,A1
716,sorry,u,A1
717,ear,n,A1
718,taxi,n,A1
719,wash,v,A1
720,lucky,j,A1
721,finger,n,A1
722,plate,n,A1
723,bottle,n,A1
724,funny,j,A1
725,tomorrow,n,A1
726,ring,v,A1
727,wet,j,A1
728,clothes,n,A1
729,cup,n,A1
730,nobody,p,A1
731,yellow,j,A1
732,cat,n,A1
733,quite,d,A1
734,hate,v,A1
735,sad,j,A1
736,birthday,n,A1
737,laugh,v,A1
738,half,j,A1
739,everywhere,r,A1
740,egg,n,A1
741,chip,n,A1
742,everybody,p,A1
743,toilet,n,A1
744,tall,j,A1
745,yours,p,A1
746,meat,n,A1
747,dry,v,A1
748,milk,n,A1
749,vegetable,n,A1
750,bathroom,n,A1
751,cook,v,A1
752,brown,j,A1
753,neck,n,A1
754,shoe,n,A1
755,tooth,n,A1
756,bath,n,A1
757,trousers,n,A1
758,hers,p,A1
759,a,d,A1
760,I,p,A1
761,Monday,n,A1
762,Tuesday,n,A1
763,Wednesday,n,A1
764,Thursday,n,A1
765,Friday,n,A1
766,Saturday,n,A1
767,Sunday,n,A1
768,January,n,A1
769,February,n,A1
770,March,n,A1
771,April,n,A1
772,May,n,A1
773,June,n,A1
774,July,n,A1
775,August,n,A1
776,September,n,A1
777,October,n,A1
778,November,n,A1
779,December,n,A1
780,hello,u,A1
781,mummy,n,A1
782,bye,u,A1
783,o'clock,r,A1
784,daddy,n,A1
785,pardon,u,A1
786,thanks,u,A1
787,darling,n,A1
788,English,j,A1
789,that,c,A2
790,them,p,A2
791,may,v,A2
792,follow,v,A2
793,area,n,A2
794,become,v,A2
795,group,n,A2
796,set,v,A2
797,system,n,A2
798,during,i,A2
799,large,j,A2
800,such,p,A2
801,member,n,A2
802,course,n,A2
803,world,n,A2
804,case,n,A2
805,site,n,A2
806,offer,v,A2
807,allow,v,A2
808,him,p,A2
809,example,n,A2
810,company,n,A2
811,order,n,A2
812,continue,v,A2
813,although,c,A2
814,business,n,A2
815,page,n,A2
816,add,v,A2
817,build,v,A2
818,interest,n,A2
819,view,n,A2
820,opportunity,n,A2
821,main,j,A2
822,team,n,A2
823,student,n,A2
824,begin,v,A2
825,programme,n,A2
826,history,n,A2
827,website,n,A2
828,low,j,A2
829,improve,v,A2
830,wide,j,A2
831,power,n,A2
832,list,n,A2
833,data,n,A2
834,health,n,A2
835,particularly,r,A2
836,visit,v,A2
837,plan,n,A2
838,suggest,v,A2
839,general,j,A2
840,position,n,A2
841,therefore,r,A2
842,describe,v,A2
843,control,n,A2
844,upon,i,A2
845,present,v,A2
846,note,n,A2
847,meeting,n,A2
848,complete,v,A2
849,cause,v,A2
850,national,j,A2
851,single,j,A2
852,advice,n,A2
853,itself,p,A2
854,decision,n,A2
855,similar,j,A2
856,reach,v,A2
857,common,j,A2
858,that,r,A2
859,account,n,A2
860,necessary,j,A2
861,recently,r,A2
862,rate,n,A2
863,education,n,A2
864,plan,v,A2
865,deliver,v,A2
866,original,j,A2
867,simple,j,A2
868,law,n,A2
869,enter,v,A2
870,note,v,A2
871,accept,v,A2
872,comment,n,A2
873,success,n,A2
874,technology,n,A2
875,excellent,j,A2
876,present,j,A2
877,property,n,A2
878,prepare,v,A2
879,successful,j,A2
880,model,n,A2
881,useful,j,A2
882,set,n,A2
883,human,j,A2
884,requirement,n,A2
885,private,j,A2
886,deal,v,A2
887,affect,v,A2
888,relationship,n,A2
889,accord,v,A2
890,online,j,A2
891,web,n,A2
892,death,n,A2
893,text,n,A2
894,customer,n,A2
895,email,n,A2
896,additional,j,A2
897,prove,v,A2
898,effort,n,A2
899,discussion,n,A2
900,share,v,A2
901,art,n,A2
902,network,n,A2
903,ability,n,A2
904,fail,v,A2
905,complete,j,A2
906,figure,n,A2
907,style,n,A2
908,visit,n,A2
909,strategy,n,A2
910,modern,j,A2
911,address,v,A2
912,rule,n,A2
913,message,n,A2
914,act,v,A2
915,character,n,A2
916,below,i,A2
917,below,r,A2
918,popular,j,A2
919,attention,n,A2
920,regular,j,A2
921,highly,r,A2
922,generally,r,A2
923,claim,v,A2
924,basic,j,A2
925,percent,n,A2
926,beyond,i,A2
927,tool,n,A2
928,study,v,A2
929,undertake,v,A2
930,address,n,A2
931,partner,n,A2
932,unique,j,A2
933,replace,v,A2
934,travel,v,A2
935,equipment,n,A2
936,session,n,A2
937,file,n,A2
938,publication,n,A2
939,discover,v,A2
940,security,n,A2
941,leader,n,A2
942,background,n,A2
943,track,n,A2
944,total,j,A2
945,energy,n,A2
946,suffer,v,A2
947,direction,n,A2
948,department,n,A2
949,measure,n,A2
950,aware,j,A2
951,launch,v,A2
952,difficulty,n,A2
953,control,v,A2
954,funding,n,A2
955,teaching,n,A2
956,immediately,r,A2
957,list,v,A2
958,express,v,A2
959,route,n,A2
960,respect,n,A2
961,suitable,j,A2
962,through,r,A2
963,catch,v,A2
964,shall,v,A2
965,alone,r,A2
966,completely,r,A2
967,university,n,A2
968,holiday,n,A2
969,combine,v,A2
970,proposal,n,A2
971,goal,n,A2
972,contract,n,A2
973,survey,n,A2
974,Israel,n,A2
975,village,n,A2
976,assist,v,A2
977,worth,j,A2
978,point,v,A2
979,beautiful,j,A2
980,reading,n,A2
981,floor,n,A2
982,science,n,A2
983,African,n,A2
984,garden,n,A2
985,band,n,A2
986,play,n,A2
987,initiative,n,A2
988,thought,n,A2
989,bar,n,A2
990,arrange,v,A2
991,technical,j,A2
992,Canada,n,A2
993,realise,v,A2
994,existing,j,A2
995,deep,j,A2
996,voice,n,A2
997,circumstances,n,A2
998,extremely,r,A2
999,trip,n,A2
1000,objective,n,A2
1001,kill,v,A2
1002,examine,v,A2
1003,name,v,A2
1004,award,n,A2
1005,separate,j,A2
1006,format,n,A2
1007,fire,n,A2
1008,tree,n,A2
1009,focus,n,A2
1010,except,i,A2
1011,eat,v,A2
1012,police,n,A2
1013,normally,r,A2
1014,description,n,A2
1015,firm,n,A2
1016,press,n,A2
1017,hospital,n,A2
1018,bank,n,A2
1019,memory,n,A2
1020,half,d,A2
1021,son,n,A2
1022,nor,c,A2
1023,surface,n,A2
1024,council,n,A2
1025,speed,n,A2
1026,perfect,j,A2
1027,song,n,A2
1028,library,n,A2
1029,generate,v,A2
1030,sport,n,A2
1031,court,n,A2
1032,before,r,A2
1033,telephone,n,A2
1034,move,n,A2
1035,credit,n,A2
1036,theme,n,A2
1037,status,n,A2
1038,Bible,n,A2
1039,map,n,A2
1040,reader,n,A2
1041,arise,v,A2
1042,test,v,A2
1043,length,n,A2
1044,plant,n,A2
1045,submit,v,A2
1046,Italy,n,A2
1047,answer,v,A2
1048,lay,v,A2
1049,hit,v,A2
1050,guidance,n,A2
1051,wife,n,A2
1052,talk,n,A2
1053,mark,v,A2
1054,assume,v,A2
1055,own,v,A2
1056,distance,n,A2
1057,protection,n,A2
1058,screen,n,A2
1059,handle,v,A2
1060,argue,v,A2
1061,throw,v,A2
1062,less,r,A2
1063,head,v,A2
1064,interview,n,A2
1065,plus,c,A2
1066,Spain,n,A2
1067,eventually,r,A2
1068,tend,v,A2
1069,Japan,n,A2
1070,global,j,A2
1071,pattern,n,A2
1072,none,p,A2
1073,turn,n,A2
1074,quick,j,A2
1075,Jewish,j,A2
1076,environmental,j,A2
1077,fight,v,A2
1078,cost,v,A2
1079,construction,n,A2
1080,either,d,A2
1081,famous,j,A2
1082,debate,n,A2
1083,mainly,r,A2
1084,workshop,n,A2
1085,drop,v,A2
1086,otherwise,r,A2
1087,exercise,n,A2
1088,beginning,n,A2
1089,failure,n,A2
1090,regulation,n,A2
1091,race,n,A2
1092,sea,n,A2
1093,employee,n,A2
1094,doubt,n,A2
1095,storey,n,A2
1096,ahead,r,A2
1097,damage,n,A2
1098,investigate,v,A2
1099,fix,v,A2
1100,critical,j,A2
1101,light,j,A2
1102,potential,n,A2
1103,employment,n,A2
1104,photo,n,A2
1105,thanks,n,A2
1106,capital,n,A2
1107,match,v,A2
1108,capacity,n,A2
1109,edge,n,A2
1110,feeling,n,A2
1111,train,v,A2
1112,whole,n,A2
1113,drug,n,A2
1114,reality,n,A2
1115,apart,r,A2
1116,comprehensive,j,A2
1117,rich,j,A2
1118,outcome,n,A2
1119,possibly,r,A2
1120,Italian,j,A2
1121,usual,j,A2
1122,slightly,r,A2
1123,fan,n,A2
1124,charge,v,A2
1125,Chinese,j,A2
1126,spirit,n,A2
1127,committee,n,A2
1128,star,n,A2
1129,highlight,v,A2
1130,consideration,n,A2
1131,resident,n,A2
1132,argument,n,A2
1133,enough,d,A2
1134,fair,j,A2
1135,effectively,r,A2
1136,purchase,v,A2
1137,magazine,n,A2
1138,unfortunately,r,A2
1139,representative,n,A2
1140,journey,n,A2
1141,fast,j,A2
1142,heavy,j,A2
1143,above,j,A2
1144,once,c,A2
1145,second,n,A2
1146,wonderful,j,A2
1147,path,n,A2
1148,sound,v,A2
1149,fly,v,A2
1150,exciting,j,A2
1151,originally,r,A2
1152,external,j,A2
1153,past,n,A2
1154,appoint,v,A2
1155,near,j,A2
1156,expand,v,A2
1157,photograph,n,A2
1158,install,v,A2
1159,income,n,A2
1160,weight,n,A2
1161,very,j,A2
1162,closely,r,A2
1163,run,n,A2
1164,arm,n,A2
1165,there,r,A2
1166,friendly,j,A2
1167,setting,n,A2
1168,admit,v,A2
1169,touch,n,A2
1170,association,n,A2
1171,refuse,v,A2
1172,internal,j,A2
1173,obvious,j,A2
1174,secure,v,A2
1175,driver,n,A2
1176,retain,v,A2
1177,obviously,r,A2
1178,hotel,n,A2
1179,employer,n,A2
1180,weather,n,A2
1181,balance,n,A2
1182,along,r,A2
1183,correct,j,A2
1184,age,v,A2
1185,Catholic,j,A2
1186,cross,v,A2
1187,agent,n,A2
1188,ideal,j,A2
1189,Japanese,j,A2
1190,blood,n,A2
1191,historical,j,A2
1192,stock,n,A2
1193,suppose,v,A2
1194,drive,n,A2
1195,writer,n,A2
1196,notice,n,A2
1197,fast,r,A2
1198,attitude,n,A2
1199,stone,n,A2
1200,fresh,j,A2
1201,good,n,A2
1202,corner,n,A2
1203,engine,n,A2
1204,wonder,v,A2
1205,opening,n,A2
1206,award,v,A2
1207,investigation,n,A2
1208,insurance,n,A2
1209,push,v,A2
1210,specifically,r,A2
1211,incorporate,v,A2
1212,live,j,A2
1213,writing,n,A2
1214,earth,n,A2
1215,notice,v,A2
1216,budget,n,A2
1217,hope,n,A2
1218,tax,n,A2
1219,actual,j,A2
1220,consequence,n,A2
1221,rock,n,A2
1222,afternoon,n,A2
1223,instruction,n,A2
1224,mark,n,A2
1225,break,n,A2
1226,educational,j,A2
1227,since,r,A2
1228,busy,j,A2
1229,device,n,A2
1230,traffic,n,A2
1231,error,n,A2
1232,truth,n,A2
1233,neither,r,A2
1234,neither,p,A2
1235,survive,v,A2
1236,college,n,A2
1237,African,j,A2
1238,inside,i,A2
1239,appearance,n,A2
1240,approximately,r,A2
1241,Iraqui,j,A2
1242,colleague,n,A2
1243,oil,n,A2
1244,radio,n,A2
1245,little,r,A2
1246,feed,v,A2
1247,river,n,A2
1248,digital,j,A2
1249,lesson,n,A2
1250,proper,j,A2
1251,truly,r,A2
1252,entitle,v,A2
1253,recommendation,n,A2
1254,store,n,A2
1255,entirely,r,A2
1256,train,n,A2
1257,Asia,n,A2
1258,dark,j,A2
1259,beat,v,A2
1260,profile,n,A2
1261,edit,v,A2
1262,electronic,j,A2
1263,fairly,r,A2
1264,threat,n,A2
1265,distribution,n,A2
1266,Latin,n,A2
1267,Muslim,n,A2
1268,plenty,p,A2
1269,behalf,n,A2
1270,permission,n,A2
1271,approve,v,A2
1272,shape,n,A2
1273,observe,v,A2
1274,aid,n,A2
1275,valuable,j,A2
1276,seat,n,A2
1277,injury,n,A2
1278,appreciate,v,A2
1279,television,n,A2
1280,numerous,j,A2
1281,fantastic,j,A2
1282,properly,r,A2
1283,newspaper,n,A2
1284,joint,j,A2
1285,carefully,r,A2
1286,double,j,A2
1287,Welsh,n,A2
1288,stick,v,A2
1289,peace,n,A2
1290,cover,n,A2
1291,Jew,n,A2
1292,ticket,n,A2
1293,hard,r,A2
1294,challenge,v,A2
1295,sure,r,A2
1296,suit,v,A2
1297,brand,n,A2
1298,care,v,A2
1299,implication,n,A2
1300,match,n,A2
1301,key,n,A2
1302,destroy,v,A2
1303,illustrate,v,A2
1304,Spanish,j,A2
1305,sufficient,j,A2
1306,reasonable,j,A2
1307,imagine,v,A2
1308,baby,n,A2
1309,above,r,A2
1310,healthy,j,A2
1311,preparation,n,A2
1312,pain,n,A2
1313,divide,v,A2
1314,apparently,r,A2
1315,dog,n,A2
1316,camera,n,A2
1317,union,n,A2
1318,feedback,n,A2
1319,restaurant,n,A2
1320,frequently,r,A2
1321,Greek,j,A2
1322,trust,n,A2
1323,warm,j,A2
1324,daughter,n,A2
1325,pair,n,A2
1326,prefer,v,A2
1327,less,d,A2
1328,cold,j,A2
1329,winter,n,A2
1330,twice,r,A2
1331,self,n,A2
1332,ignore,v,A2
1333,reduction,n,A2
1334,cell,n,A2
1335,belief,n,A2
1336,host,v,A2
1337,appointment,n,A2
1338,check,n,A2
1339,speech,n,A2
1340,book,v,A2
1341,concentrate,v,A2
1342,impossible,j,A2
1343,gather,v,A2
1344,living,n,A2
1345,ancient,j,A2
1346,anyway,r,A2
1347,favourite,j,A2
1348,exchange,n,A2
1349,Russian,j,A2
1350,tip,n,A2
1351,settle,v,A2
1352,immediate,j,A2
1353,oh,u,A2
1354,definition,n,A2
1355,New Zealand,n,A2
1356,quarter,n,A2
1357,gift,n,A2
1358,bottom,n,A2
1359,rely,v,A2
1360,French,n,A2
1361,equally,r,A2
